cust_code,cust_name,address1,city1,state1,country1,pincode1,address2,city2,state2,country2,pincode2
C980,Morse Undrill,Suite 19,Trelleborg,Illinois,Japan,54321,Suite 10,Dordrecht,Oklahoma,Australia,13579
C981,Nessy Fireman,Room 1290,Quezalguaque,Massachusetts,Australia,54321,Apt 1965,Xunjian,Maine,Germany,67890
C982,Sula Geeve,PO Box 38639,Rosmalen,South Dakota,Australia,12345,Suite 63,Heshan,Idaho,Brazil,09876
C983,Vania Grinston,Room 1299,Tanlin,Louisiana,Japan,54321,PO Box 18966,Brasília de Minas,Ohio,Japan,13579
C984,Shalom Gyde,Room 1739,Brodnica,Oklahoma,Brazil,09876,PO Box 57032,Pingxiang,New Hampshire,Japan,67890
C985,Sky Hunday,Suite 76,West End,South Carolina,France,13579,PO Box 15556,Đạ Tẻh,Rhode Island,Canada,67890
C986,Claude Kingett,Suite 62,Jatiwangi,Mississippi,Canada,67890,PO Box 95986,Shuishi,Minnesota,Germany,67890
C987,Trstram Hadkins,Room 1933,Vila Chã de Ourique,Missouri,Brazil,67890,PO Box 43593,Buenavista,Montana,Canada,67890
C988,Davin Lorek,Apt 1422,Dębowiec,Oklahoma,Mexico,67890,Room 701,Pamplona,Virginia,Japan,13579
C989,Gusti Von Brook,PO Box 26520,Kapuan,West Virginia,Australia,09876,20th Floor,Cuevas,Illinois,Germany,09876
C990,Jordan Higford,Room 798,Siverskiy,Idaho,United Kingdom,54321,Suite 19,Paris 10,South Carolina,France,67890
C991,Dodi Corr,PO Box 74486,Balibago,Indiana,Australia,12345,Room 1074,Juazeiro do Norte,Minnesota,United States,54321
C992,Maxim Haulkham,Suite 15,Khon Kaen,Maine,China,54321,PO Box 26508,Sampao,Idaho,Brazil,67890
C993,Etan Search,Apt 1933,Wulan Haye,Texas,Brazil,67890,3rd Floor,Pingdingshan,Louisiana,Mexico,67890
C994,Brit Bellenger,Room 664,Astana,North Carolina,Australia,13579,PO Box 63201,Boca de Parita,Massachusetts,United Kingdom,67890
C995,Theresa Albone,19th Floor,Jember,Oregon,France,09876,Apt 476,‘Abasān al Kabīrah,Maine,Australia,54321
C996,Zandra Rossi,Room 584,Ḩablah,South Dakota,France,54321,Room 1123,Tekstil’shchiki,South Carolina,India,67890
C997,Merna Boards,Apt 889,Fontinha,Iowa,France,13579,PO Box 23056,Promyshlennaya,Iowa,Japan,67890
C998,Debera Lomansey,Apt 814,Hengqiao,Montana,Brazil,09876,Room 572,Bal Chirāgh,Vermont,Brazil,67890
C999,Ernesto Wadsworth,Suite 64,Nanshi,Idaho,United States,67890,Room 72,Mallawī,Hawaii,France,09876
C1000,Calla Geistbeck,Suite 29,Jiangkou,Arkansas,Mexico,13579,Room 710,Guadalupe,Ohio,Canada,54321
